Trace file,Capacity,Assoc,Block size,Policy,Total Misses,Miss Rate
459.GemsFDTD-1169B.trace.txt.gz,32kB,2,64B,l,26505,2.651,26505,2.651
459.GemsFDTD-1169B.trace.txt.gz,32kB,4,64B,l,25213,2.521,25213,2.521
459.GemsFDTD-1169B.trace.txt.gz,32kB,8,64B,l,17978,1.798,17978,1.798
459.GemsFDTD-1169B.trace.txt.gz,32kB,16,64B,l,17753,1.775,17753,1.775
459.GemsFDTD-1169B.trace.txt.gz,32kB,8,16B,l,69706,6.971,69706,6.971
459.GemsFDTD-1169B.trace.txt.gz,32kB,8,32B,l,35210,3.521,35210,3.521
459.GemsFDTD-1169B.trace.txt.gz,32kB,8,64B,l,17978,1.798,17978,1.798
459.GemsFDTD-1169B.trace.txt.gz,32kB,8,128B,l,9353,0.935,9353,0.935
459.GemsFDTD-1169B.trace.txt.gz,32kB,8,64B,l,17978,1.798,17978,1.798
459.GemsFDTD-1169B.trace.txt.gz,32kB,8,64B,r,21909,2.191,21909,2.191
400.perlbench-41B.trace.txt.gz,8kB,8,64B,l,1282,0.128,1282,0.128
400.perlbench-41B.trace.txt.gz,16kB,8,64B,l,471,0.047,471,0.047
400.perlbench-41B.trace.txt.gz,32kB,8,64B,l,235,0.024,235,0.024
400.perlbench-41B.trace.txt.gz,64kB,8,64B,l,234,0.023,234,0.023
400.perlbench-41B.trace.txt.gz,128kB,8,64B,l,234,0.023,234,0.023
400.perlbench-41B.trace.txt.gz,32kB,1,64B,l,12824,1.282,12824,1.282
400.perlbench-41B.trace.txt.gz,32kB,2,64B,l,878,0.088,878,0.088
400.perlbench-41B.trace.txt.gz,32kB,4,64B,l,297,0.030,297,0.030
400.perlbench-41B.trace.txt.gz,32kB,8,64B,l,235,0.024,235,0.024
400.perlbench-41B.trace.txt.gz,32kB,16,64B,l,237,0.024,237,0.024
400.perlbench-41B.trace.txt.gz,32kB,8,16B,l,526,0.053,526,0.053
400.perlbench-41B.trace.txt.gz,32kB,8,32B,l,340,0.034,340,0.034
400.perlbench-41B.trace.txt.gz,32kB,8,64B,l,235,0.024,235,0.024
400.perlbench-41B.trace.txt.gz,32kB,8,128B,l,233,0.023,233,0.023
400.perlbench-41B.trace.txt.gz,32kB,8,64B,l,235,0.024,235,0.024
400.perlbench-41B.trace.txt.gz,32kB,8,64B,r,236,0.024,236,0.024
444.namd-120B.trace.txt.gz,8kB,8,64B,l,21166,2.117,21166,2.117
444.namd-120B.trace.txt.gz,16kB,8,64B,l,14345,1.435,14345,1.435
444.namd-120B.trace.txt.gz,32kB,8,64B,l,4368,0.437,4368,0.437
444.namd-120B.trace.txt.gz,64kB,8,64B,l,1133,0.113,1133,0.113
444.namd-120B.trace.txt.gz,128kB,8,64B,l,991,0.099,991,0.099
444.namd-120B.trace.txt.gz,32kB,1,64B,l,13666,1.367,13666,1.367
444.namd-120B.trace.txt.gz,32kB,2,64B,l,7402,0.740,7402,0.740
444.namd-120B.trace.txt.gz,32kB,4,64B,l,5561,0.556,5561,0.556
444.namd-120B.trace.txt.gz,32kB,8,64B,l,4368,0.437,4368,0.437
444.namd-120B.trace.txt.gz,32kB,16,64B,l,3657,0.366,3657,0.366
444.namd-120B.trace.txt.gz,32kB,8,16B,l,6807,0.681,6807,0.681
444.namd-120B.trace.txt.gz,32kB,8,32B,l,3861,0.386,3861,0.386
444.namd-120B.trace.txt.gz,32kB,8,64B,l,4368,0.437,4368,0.437
444.namd-120B.trace.txt.gz,32kB,8,128B,l,4467,0.447,4467,0.447
444.namd-120B.trace.txt.gz,32kB,8,64B,l,4368,0.437,4368,0.437
444.namd-120B.trace.txt.gz,32kB,8,64B,r,5228,0.523,5228,0.523
445.gobmk-17B.trace.txt.gz,8kB,8,64B,l,63246,6.325,63246,6.325
445.gobmk-17B.trace.txt.gz,16kB,8,64B,l,33628,3.363,33628,3.363
445.gobmk-17B.trace.txt.gz,32kB,8,64B,l,11407,1.141,11407,1.141
445.gobmk-17B.trace.txt.gz,64kB,8,64B,l,3230,0.323,3230,0.323
445.gobmk-17B.trace.txt.gz,128kB,8,64B,l,1439,0.144,1439,0.144
445.gobmk-17B.trace.txt.gz,32kB,1,64B,l,33497,3.350,33497,3.350
445.gobmk-17B.trace.txt.gz,32kB,2,64B,l,20133,2.013,20133,2.013
445.gobmk-17B.trace.txt.gz,32kB,4,64B,l,14747,1.475,14747,1.475
445.gobmk-17B.trace.txt.gz,32kB,8,64B,l,11407,1.141,11407,1.141
445.gobmk-17B.trace.txt.gz,32kB,16,64B,l,10592,1.059,10592,1.059
445.gobmk-17B.trace.txt.gz,32kB,8,16B,l,18017,1.802,18017,1.802
445.gobmk-17B.trace.txt.gz,32kB,8,32B,l,13136,1.314,13136,1.314
445.gobmk-17B.trace.txt.gz,32kB,8,64B,l,11407,1.141,11407,1.141
445.gobmk-17B.trace.txt.gz,32kB,8,128B,l,11074,1.107,11074,1.107
445.gobmk-17B.trace.txt.gz,32kB,8,64B,l,11407,1.141,11407,1.141
445.gobmk-17B.trace.txt.gz,32kB,8,64B,r,15819,1.582,15819,1.582
454.calculix-104B.trace.txt.gz,8kB,8,64B,l,520,0.052,520,0.052
454.calculix-104B.trace.txt.gz,16kB,8,64B,l,469,0.047,469,0.047
454.calculix-104B.trace.txt.gz,32kB,8,64B,l,420,0.042,420,0.042
454.calculix-104B.trace.txt.gz,64kB,8,64B,l,418,0.042,418,0.042
454.calculix-104B.trace.txt.gz,128kB,8,64B,l,418,0.042,418,0.042
454.calculix-104B.trace.txt.gz,32kB,1,64B,l,483,0.048,483,0.048
454.calculix-104B.trace.txt.gz,32kB,2,64B,l,440,0.044,440,0.044
454.calculix-104B.trace.txt.gz,32kB,4,64B,l,420,0.042,420,0.042
454.calculix-104B.trace.txt.gz,32kB,8,64B,l,420,0.042,420,0.042
454.calculix-104B.trace.txt.gz,32kB,16,64B,l,420,0.042,420,0.042
454.calculix-104B.trace.txt.gz,32kB,8,16B,l,1351,0.135,1351,0.135
454.calculix-104B.trace.txt.gz,32kB,8,32B,l,738,0.074,738,0.074
454.calculix-104B.trace.txt.gz,32kB,8,64B,l,420,0.042,420,0.042
454.calculix-104B.trace.txt.gz,32kB,8,128B,l,250,0.025,250,0.025
454.calculix-104B.trace.txt.gz,32kB,8,64B,l,420,0.042,420,0.042
454.calculix-104B.trace.txt.gz,32kB,8,64B,r,420,0.042,420,0.042
470.lbm-1274B.trace.txt.gz,8kB,8,64B,l,35913,3.591,35913,3.591
